function	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
RXN-17623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
RXN-17624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
RXN-17627	37369.82	18109.5	31638.1	32710.83	17516.93	25134.33	42684.240000000005	13396.67	39288.0	36478.78999999999	17188.2	24988.19	11390.0	5097.25	4800.9400000000005	5819.21	1826.0	3033.16	10184.33	2972.5	11547.1	2301.5	6967.05	52739.92	21221.0	23122.92	37687.89	10299.43	15488.66	54460.51	23319.17	34849.84	38416.58	17600.33	26901.93	19262.01	4445.97	13341.33	6137.17	11609.16	16693.0	10123.24	23700.42	1371.73	21792.33	22383.910000000003	11200.38	4756.33	29919.0	57033.42999999999	8893.36	41435.990000000005	6612.66	16183.66	38054.83	6952.33	21056.99	28987.34	6881.0	34596.58	39176.04	16510.34	19332.34
RXN-17630	321859.41000000003	415677.28	423633.38	313403.41000000003	423334.88	341019.69	212362.39	355800.11	308040.06000000006	278782.85	383441.7899999999	413086.22	197349.08	399336.2	365017.26	252548.54	349658.45	469808.28	287260.76	454641.07	356597.34	340194.7	244026.9	283157.06	490789.43000000005	377793.19	330941.78	296412.99	329519.19	325758.68	520413.64	442986.7100000001	360620.88	465961.82000000007	518179.95000000007	228536.15	301813.26	457806.59	323291.41	275736.62	398337.47	241442.2	222371.25	201735.81000000003	342349.98	223307.04	343582.43	287903.21	479097.3000000001	310185.12	288973.65	288532.81	312117.21	257670.57000000004	222340.66	220965.04000000004	228293.32	187632.79	222317.73	286592.29000000004	223602.06	184718.08	285155.28
RXN-17632	321859.41000000003	415677.28	423633.38	313403.41000000003	423334.88	341019.69	212362.39	355800.11	308040.06000000006	278782.85	383441.7899999999	413086.22	197349.08	399336.2	365017.26	252548.54	349658.45	469808.28	287260.76	454641.07	356597.34	340194.7	244026.9	283157.06	490789.43000000005	377793.19	330941.78	296412.99	329519.19	325758.68	520413.64	442986.7100000001	360620.88	465961.82000000007	518179.95000000007	228536.15	301813.26	457806.59	323291.41	275736.62	398337.47	241442.2	222371.25	201735.81000000003	342349.98	223307.04	343582.43	287903.21	479097.3000000001	310185.12	288973.65	288532.81	312117.21	257670.57000000004	222340.66	220965.04000000004	228293.32	187632.79	222317.73	286592.29000000004	223602.06	184718.08	285155.28
RXN-17634	321859.41000000003	415677.28	423633.38	313403.41000000003	423334.88	341019.69	212362.39	355800.11	308040.06000000006	278782.85	383441.7899999999	413086.22	197349.08	399336.2	365017.26	252548.54	349658.45	469808.28	287260.76	454641.07	356597.34	340194.7	244026.9	283157.06	490789.43000000005	377793.19	330941.78	296412.99	329519.19	325758.68	520413.64	442986.7100000001	360620.88	465961.82000000007	518179.95000000007	228536.15	301813.26	457806.59	323291.41	275736.62	398337.47	241442.2	222371.25	201735.81000000003	342349.98	223307.04	343582.43	287903.21	479097.3000000001	310185.12	288973.65	288532.81	312117.21	257670.57000000004	222340.66	220965.04000000004	228293.32	187632.79	222317.73	286592.29000000004	223602.06	184718.08	285155.28
RXN-17641	41.0	88.0	27.0	19.0	388.0	0.0	0.0	0.0	0.0	0.0	37.5	226.0	0.0	228.0	0.0	5.0	19.0	119.0	8.0	0.0	228.0	16.0	3.0	20.0	26.0	74.0	32.0	25.0	11.0	6.0	61.0	83.0	0.0	88.0	21.0	0.0	9.0	64.0	0.0	76.0	397.0	159.0	27.0	68.0	343.0	0.0	469.0	71.0	24.0	0.0	223.0	0.0	0.0	48.0	0.0	94.0	0.0	0.0	7.0	15.5	161.0	0.0	0.0
RXN-17642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	3.0	68.0	12.5	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	30.0	1.2	3.0	0.0	0.0	0.0	0.0	69988.0	0.0	0.0	58001.0	15665.0	0.0	0.0	27597.5	6418.0	17670.0	16.0	54236.0	13612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	11237.0	0.0	0.0	0.0
RXN-17645	32460.83	15713.13	26211.47	27127.16	16740.77	20772.5	35198.16	10793.9	31407.33	33355.84	15647.83	22727.54	10209.67	6402.25	6377.17	5890.0	3138.0	4613.43	10325.16	4683.73	10266.67	3001.5	8000.17	46956.5	17640.25	18937.34	33044.46	9409.4	12658.66	45115.17	19895.84	27720.54	32624.5	18428.86	27714.94	17440.84	4832.93	172924.33	6633.67	12510.33	142563.7	47484.36	23505.84	1712.97	83317.28	35511.83	50298.25	4684.0	148401.5	80851.66	8984.07	43014.66	7405.66	15960.83	36785.0	6783.0	19527.46	28719.0	6446.5	58924.58	37159.32	15219.17	19335.09
RXN-17650	22.0	76.0	126.0	20.0	542.0	42.0	17.0	83.0	58.0	59.0	456.33	220.0	2.0	1292.5	110.0	12.0	208.0	33.0	50.0	411.5	235.84	329.5	261.0	46.0	270.0	104.5	32.0	134.0	38.0	30.5	193.5	121.0	16.0	84.66	107.0	36.0	34.5	138.0	52.5	12.0	476.0	74.0	22.0	140.5	615.0	16.0	120.25	15.0	150.5	52.0	103.5	50.0	98.0	108.0	13.5	235.0	28.0	15.0	72.0	48.25	88.66	118.0	96.75
RXN-17664	0.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	16.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.0	4.0	11.0	22.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	23.0	0.0	2.0	8.0	4.0	0.0	5.0	0.0	0.0	0.0	27.0
RXN-17665	0.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	16.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.0	4.0	11.0	22.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	23.0	0.0	2.0	8.0	4.0	0.0	5.0	0.0	0.0	0.0	27.0
RXN-17678	60396.37	12084.08	19036.870000000003	57978.490000000005	13955.05	14042.67	48133.55	7503.34	15693.78	74454.31999999999	10131.42	30014.19	27712.0	5981.98	21147.800000000003	22285.77	3914.48	29629.42	42746.64	8390.48	24257.33	4496.15	25748.0	73995.65000000001	10588.56	12329.75	40779.45	8022.34	12507.9	133763.73	9341.82	22930.17	38913.29	8367.36	34311.8	39296.79	6608.75	20360.41	18176.98	54424.17	20515.94	29275.08	61319.91	4590.74	32704.5	33580.090000000004	30456.28	37312.63	38877.78	24763.68	10557.45	119850.09	11293.67	25960.43	115582.73	11186.83	18041.01	63187.03	7163.59	80717.33	55583.19	31768.6	42169.24
RXN-17700	5.0	22.5	4.0	0.0	77.57	8.0	0.0	34.5	0.0	3.0	88.5	17.0	7.0	72.0	12.0	16.5	21.0	149.5	107.5	69.0	168.0	53.5	233.0	0.0	14.0	16.0	0.0	0.0	7.0	0.0	163.0	0.4	0.0	0.0	8.0	104.0	38.0	2670.5	37.0	62.5	2842.0	814.5	40.0	23.5	1321.5	558.5	1070.5	78.0	1632.0	355.0	40.0	11.0	42.0	17.0	7.0	25.14	2.0	9.0	37.0	531.0	10.5	31.0	13.0
RXN-17701	5.0	22.5	4.0	0.0	77.57	8.0	0.0	34.5	0.0	3.0	88.5	17.0	7.0	72.0	12.0	16.5	21.0	149.5	107.5	69.0	168.0	53.5	233.0	0.0	14.0	16.0	0.0	0.0	7.0	0.0	163.0	0.4	0.0	0.0	8.0	104.0	38.0	2670.5	37.0	62.5	2842.0	814.5	40.0	23.5	1321.5	558.5	1070.5	78.0	1632.0	355.0	40.0	11.0	42.0	17.0	7.0	25.14	2.0	9.0	37.0	531.0	10.5	31.0	13.0
RXN-17703	0.0	3.0	0.0	0.0	35.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	27.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
RXN-17711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17729	643655.62	667393.5800000001	733368.24	649682.52	690794.99	555797.88	563669.5	560368.64	634081.27	741881.6	666252.33	697848.16	407669.77	646293.4299999999	630266.71	428055.95	556531.5	779523.51	535482.97	725145.1799999999	662321.96	562382.2	470351.38	659713.95	770572.36	641680.55	671214.48	466403.51	505919.32	958341.48	767983.6000000001	814408.51	726829.5	746237.92	843429.44	515670.39	494622.62	615612.45	542061.13	580299.04	584848.0700000001	470306.23	488805.83	364903.86	591909.8799999999	517843.2400000001	655723.8	530475.77	754992.84	618783.83	460348.42	743648.55	499059.62	465534.8	594094.67	371622.01	391173.04	465574.72	346525.24	608044.39	509017.52	353546.01	518927.34
RXN-17730	15439.18	36249.62	12313.71	17580.839999999997	36414.77	13154.08	10027.56	23927.75	12603.53	34251.67	36532.28	25136.700000000004	12474.72	25401.980000000003	26668.0	12520.01	21895.28	33928.91	20021.09	43109.8	58587.40000000001	34703.62	25805.63	13893.7	22879.04	11053.16	11557.63	21423.43	15302.499999999998	22784.48	33799.46	34585.23	10741.15	14136.77	38708.350000000006	30352.9	30712.31	24814.41	24853.59	26221.0	34215.04	21918.590000000004	19527.72	14352.96	24551.3	17542.879999999997	38169.29	11296.75	40748.91	11812.91	28365.870000000003	41119.59	36156.79	44747.990000000005	16336.86	34897.89	15161.89	15300.4	21710.21	16906.63	17422.739999999998	21147.480000000003	29571.96
RXN-17731	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.25	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17734	47077.0	79077.42000000001	83403.86	44092.0	81257.62000000001	57957.86	51020.7	60878.57	114351.92	107456.72	91839.42	69298.1	31885.0	13961.68	95675.8	14618.45	8191.42	77543.78	24852.82	9787.69	40709.25	9681.0	50310.54	45126.0	122423.64	75557.5	45920.69	62148.13	43450.3	130834.29	66269.49	117508.19	36320.51	117848.89	64599.17	27966.46	15378.15	66588.95000000001	56937.26	44080.05	61335.34	72587.39	37474.29	6257.05	70519.37	55872.64	61283.76	56559.68	108758.67	63021.06	42311.36	72742.35	31684.35	37944.65	61460.71	33879.92	36058.37	47831.4	24131.53	64711.17	26894.6	27215.95	39741.18
RXN-17735	344279.39	365945.6	467474.27	337949.53	403899.75	326100.99	276985.23	326048.11000000004	364758.39	387993.94000000006	364060.77	387063.92	195036.88	219716.64	345289.16	214135.68	196029.6	408408.36	243752.57	249574.03	262705.05	194513.72	222677.31	328097.77	494972.31	407207.75	368536.41	275920.57	303280.54	503179.24	403790.76	459538.38	382574.2	504185.12	444680.78	212917.39	198278.79	307421.85000000003	289989.02	296534.99	268142.15	235962.7	240109.96	122301.52	296633.22	244535.27	284029.99	290782.53	454301.08	325502.25	260478.19	369292.67999999993	260136.67000000004	232127.87	323710.82	187726.24	222003.64	244463.36	183973.25000000003	347780.53	259174.88	181024.37	274823.3
RXN-17736	344279.39	365945.6	467474.27	337949.53	403899.75	326100.99	276985.23	326048.11000000004	364758.39	387993.94000000006	364060.77	387063.92	195036.88	219716.64	345289.16	214135.68	196029.6	408408.36	243752.57	249574.03	262705.05	194513.72	222677.31	328097.77	494972.31	407207.75	368536.41	275920.57	303280.54	503179.24	403790.76	459538.38	382574.2	504185.12	444680.78	212917.39	198278.79	307421.85000000003	289989.02	296534.99	268142.15	235962.7	240109.96	122301.52	296633.22	244535.27	284029.99	290782.53	454301.08	325502.25	260478.19	369292.67999999993	260136.67000000004	232127.87	323710.82	187726.24	222003.64	244463.36	183973.25000000003	347780.53	259174.88	181024.37	274823.3
RXN-17737	47077.0	79077.42000000001	83403.86	44092.0	81257.62000000001	57957.86	51020.7	60878.57	114351.92	107456.72	91839.42	69298.1	31885.0	13961.68	95675.8	14618.45	8191.42	77543.78	24852.82	9787.69	40709.25	9681.0	50310.54	45126.0	122423.64	75557.5	45920.69	62148.13	43450.3	130834.29	66269.49	117508.19	36320.51	117848.89	64599.17	27966.46	15378.15	66588.95000000001	56937.26	44080.05	61335.34	72587.39	37474.29	6257.05	70519.37	55872.64	61283.76	56559.68	108758.67	63021.06	42311.36	72742.35	31684.35	37944.65	61460.71	33879.92	36058.37	47831.4	24131.53	64711.17	26894.6	27215.95	39741.18
RXN-17738	47077.0	79077.42000000001	83403.86	44092.0	81257.62000000001	57957.86	51020.7	60878.57	114351.92	107456.72	91839.42	69298.1	31885.0	13961.68	95675.8	14618.45	8191.42	77543.78	24852.82	9787.69	40709.25	9681.0	50310.54	45126.0	122423.64	75557.5	45920.69	62148.13	43450.3	130834.29	66269.49	117508.19	36320.51	117848.89	64599.17	27966.46	15378.15	66588.95000000001	56937.26	44080.05	61335.34	72587.39	37474.29	6257.05	70519.37	55872.64	61283.76	56559.68	108758.67	63021.06	42311.36	72742.35	31684.35	37944.65	61460.71	33879.92	36058.37	47831.4	24131.53	64711.17	26894.6	27215.95	39741.18
RXN-17743	172.5	50.25	130.0	210.5	175.75	85.25	91.75	11.25	107.5	133.25	22.5	115.5	122.25	36.25	195.25	80.0	45.5	65.25	152.75	110.0	204.5	68.25	194.0	78.25	77.0	123.5	148.0	17.25	64.0	86.25	4.0	61.0	68.75	78.75	70.0	314.75	54.0	6.0	76.75	227.0	29.5	201.75	58.25	32.5	203.5	406.75	186.0	79.5	178.0	458.08	29.0	64.75	25.0	58.5	32.25	24.0	102.75	52.5	7.25	234.25	128.0	30.75	119.0
RXN-17744	172.5	50.25	130.0	210.5	175.75	85.25	91.75	11.25	107.5	133.25	22.5	115.5	122.25	36.25	195.25	80.0	45.5	65.25	152.75	110.0	204.5	68.25	194.0	78.25	77.0	123.5	148.0	17.25	64.0	86.25	4.0	61.0	68.75	78.75	70.0	314.75	54.0	6.0	76.75	227.0	29.5	201.75	58.25	32.5	203.5	406.75	186.0	79.5	178.0	458.08	29.0	64.75	25.0	58.5	32.25	24.0	102.75	52.5	7.25	234.25	128.0	30.75	119.0
RXN-17750	47077.0	79077.42000000001	83403.86	44092.0	81257.62000000001	57957.86	51020.7	60878.57	114351.92	107456.72	91839.42	69298.1	31885.0	13961.68	95675.8	14618.45	8191.42	77543.78	24852.82	9787.69	40709.25	9681.0	50310.54	45126.0	122423.64	75557.5	45920.69	62148.13	43450.3	130834.29	66269.49	117508.19	36320.51	117848.89	64599.17	27966.46	15378.15	66588.95000000001	56937.26	44080.05	61335.34	72587.39	37474.29	6257.05	70519.37	55872.64	61283.76	56559.68	108758.67	63021.06	42311.36	72742.35	31684.35	37944.65	61460.71	33879.92	36058.37	47831.4	24131.53	64711.17	26894.6	27215.95	39741.18
RXN-17760	1592.0	873.3299999999999	590.5	737.65	651.6600000000001	821.8299999999999	959.85	554.1600000000001	702.01	1138.09	640.17	1121.68	1896.0	1490.16	1535.34	1420.82	1094.17	1093.16	1441.67	2361.26	1151.66	637.83	618.36	1356.15	546.8399999999999	341.83	1140.18	284.34000000000003	419.5	3171.3099999999995	510.51	724.0000000000001	790.1400000000001	469.33	1181.32	1310.16	449.35	574.5	879.34	2220.67	869.99	982.99	2296.3400000000006	385.99	1182.35	687.6599999999999	1115.82	1694.6699999999998	1525.66	1005.66	653.3300000000002	3881.16	574.3299999999999	1162.66	4477.51	594.83	909.66	2759.8300000000004	383.83	1292.84	1286.5099999999998	1160.1699999999998	1716.3399999999997
RXN-17761	0.0	58.0	31.0	17.0	10.75	0.0	0.0	23.0	8.0	0.0	40.5	9.6	0.0	71.5	0.0	0.0	0.0	19.0	3.0	0.0	0.0	14.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.6	0.0	3.0	7.5	0.0	0.0	11.0	44.0	40.5	12.0	21.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	18.0	1.25	9.0	0.0	49.25
RXN-17762	2273.5	3493.0	4604.0	4469.5	2242.57	4179.0	3389.0	2098.0	3927.0	3505.75	3221.75	3178.25	501.0	472.0	637.0	395.0	47.0	470.5	534.0	562.0	744.0	712.0	839.0	3276.25	4244.0	3543.75	3323.0	1488.0	2768.0	2529.0	3147.0	3976.0	4379.25	2784.0	3866.5	1537.0	594.0	663.0	521.0	632.0	800.0	744.25	580.0	204.0	2071.5	1623.25	749.5	315.71000000000004	1486.0	2498.0	1014.0	912.0	668.0	1007.0	880.0	775.14	1773.0	820.0	953.75	850.0	1172.0	1341.0	1394.5
RXN-17765	24.0	151.0	31.0	26.0	369.34	31.0	35.0	259.0	13.0	28.0	315.66	423.34	0.0	559.0	111.66	13.0	49.0	301.16	28.0	111.0	2014.66	445.0	643.34	4.0	168.34	58.0	21.66	142.0	19.0	28.0	224.0	53.0	15.0	54.0	83.0	48.0	43.66	32.0	20.34	16.0	127.67	261.0	29.0	247.0	420.66	67.0	89.0	37.0	198.0	45.0	93.0	38.0	56.0	42.34	21.5	234.0	40.0	10.0	96.0	36.0	66.34	79.0	38.0
RXN-17768	35334.17	44868.85	46924.99	38352.15	36072.69	28725.0	40625.36	31401.47	27434.31	46678.57	33797.54	37399.93	44773.67	6934.65	28944.03	38078.490000000005	8448.66	50874.01	26882.51	8787.68	28559.99	8207.82	22339.65	24671.91	31923.35	39513.07	50802.34	20799.02	23739.33	45744.66	30232.33	40815.01	77637.21	47844.65	40027.850000000006	25063.01	17911.98	15367.16	37649.01	38523.16	21080.68	17536.75	21422.01	7895.52	24862.0	36712.43	18949.67	51799.34	44717.99	52059.34	38598.98	27640.01	41435.01	26905.99	29731.64	26352.66	23981.0	26530.33	28621.410000000003	51448.34	47284.170000000006	16089.32	20685.83
RXN-17770	91654.84	129132.18	89719.99	96926.83	95834.34	99618.67	72662.35	111879.64	97580.32	85177.91	110653.72	127566.93	82118.34	157348.33000000002	133886.0	109296.99	142371.66	175603.83000000002	115913.33	157530.66999999998	109755.32	122803.66	81514.65	74630.91	118993.0	91501.08	87103.67000000001	82479.34	97094.67	116402.01	186045.33	140071.02	116341.23	119432.66	165729.18	82401.33	101903.32	108846.33	112419.67	90278.99	89463.0	65357.09	76569.34	75262.34999999999	86810.5	81297.91	100117.84	125008.34	90081.0	84137.67	76130.0	85676.69	87138.33	66540.33	66933.66	55113.990000000005	58671.0	56269.990000000005	62739.75	86745.59	70722.0	46902.65	72241.92000000001
RXN-17771	2280.0	3476.0	4604.0	4469.5	2224.0	4175.0	3379.0	2096.0	3927.0	3482.25	3274.75	3159.25	501.0	302.0	637.0	395.0	71.0	457.5	529.0	576.0	770.0	640.0	854.0	3258.25	4214.0	3547.75	3315.0	1488.0	2768.0	2529.0	3199.0	3969.0	4379.25	2784.0	3884.5	1537.0	601.0	618.0	521.0	626.0	800.0	744.25	580.0	208.0	2071.0	1615.25	741.5	303.0	1474.0	2498.0	1012.0	911.5	642.0	1007.0	880.0	747.0	1747.0	822.5	930.75	853.5	1172.0	1341.0	1394.5
RXN-17772	2282.0	3571.25	4752.25	4544.0	2722.75	4252.75	3424.0	2245.0	3907.0	3519.5	3461.5	3738.67	506.0	875.21	700.14	396.75	181.75	555.0	529.0	730.6800000000001	962.58	1037.0	1007.29	3280.75	4626.42	3673.5	3368.0	1634.25	2840.75	2526.0	3248.0	4065.67	4415.0	2981.75	3970.5	1686.75	755.0	712.0	531.25	651.0	816.4	711.75	637.0	270.17	2170.56	1623.58	769.5	451.71	1575.0	2463.5	1079.86	943.0	783.25	1017.25	851.0	871.0	1766.0	827.75	1089.5	886.44	1304.0	1479.5	1523.5
RXN-17775	23361.5	9764.92	21052.25	18773.17	10639.58	15178.75	23872.5	7825.58	26376.0	19958.25	9499.25	16619.03	5918.67	3294.42	1851.61	3018.08	1058.5	1234.83	2166.33	1400.2800000000002	1708.4899999999998	2263.5	1674.08	17934.5	11111.01	14690.83	22203.67	4432.58	8613.5	29839.0	10845.33	21449.51	20993.75	13653.75	14444.33	4688.17	3324.77	9493.92	4087.58	6193.0	7213.549999999999	5284.83	14861.0	1016.43	11225.34	4684.32	4086.17	2349.08	21732.5	47192.25	6828.97	36347.0	5889.75	14059.25	27238.0	4984.33	15639.0	19689.83	4873.75	28939.13	29229.660000000003	9739.83	13007.25
RXN-17776	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17777	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
RXN-17778	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17779	23361.5	9764.92	21052.25	18773.17	10639.58	15178.75	23872.5	7825.58	26376.0	19958.25	9499.25	16619.03	5918.67	3294.42	1851.61	3018.08	1058.5	1234.83	2166.33	1400.2800000000002	1708.4899999999998	2263.5	1674.08	17934.5	11111.01	14690.83	22203.67	4432.58	8613.5	29839.0	10845.33	21449.51	20993.75	13653.75	14444.33	4688.17	3324.77	9493.92	4087.58	6193.0	7213.549999999999	5284.83	14861.0	1016.43	11225.34	4684.32	4086.17	2349.08	21732.5	47192.25	6828.97	36347.0	5889.75	14059.25	27238.0	4984.33	15639.0	19689.83	4873.75	28939.13	29229.660000000003	9739.83	13007.25
RXN-17780	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17781	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
