function	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
RXN-9867	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9868	354374.88	357949.83	430464.99	353989.84	399327.12	342328.39	259966.24	362890.49	329026.05	323162.47	383877.37	429714.98	204098.99	537936.3300000001	402834.64	294373.86	470246.1	518525.07	356920.26	548081.8400000001	406546.97	452461.77	291568.04	346014.39	468424.99	397910.48	361412.38	282467.75	347228.12	449217.83	515330.33	456231.48	373990.67	463061.71	527769.83	312983.75	349689.13	635207.75	345442.18	366163.2	525435.66	319252.99	274446.27	296819.81	439574.01	287722.35	490052.89	309153.48000000004	546796.55	326085.68	244225.39	383826.7	271335.11	238588.67	297757.46	178550.47000000003	216350.26	232967.65	189412.25	341297.81	250336.45	189377.97000000003	305498.74
RXN-9885	469.33	342.5	300.67	254.66000000000005	763.5799999999999	169.0	338.91	226.33	222.33	329.84	398.0	802.61	213.67	1015.66	344.67	47.0	488.25	254.83	313.66	232.33	2528.99	340.5	209.67	268.0	389.42	256.34000000000003	218.66	193.0	91.66	255.5	521.6700000000001	364.34	211.0	255.0	348.67	132.26	131.93	496.33	155.34	393.33	737.6700000000001	345.66	247.42	138.67000000000002	781.8299999999999	371.33	1077.75	163.75	370.0	1106.66	500.67	283.66	140.41	218.33	362.0	342.33	254.41000000000005	330.33	127.0	355.08	614.5799999999999	314.26	234.34
RXN-9886	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9887	354374.88	357949.83	430464.99	353989.84	399327.12	342328.39	259966.24	362890.49	329026.05	323162.47	383877.37	429714.98	204098.99	537936.3300000001	402834.64	294373.86	470246.1	518525.07	356920.26	548081.8400000001	406546.97	452461.77	291568.04	346014.39	468424.99	397910.48	361412.38	282467.75	347228.12	449217.83	515330.33	456231.48	373990.67	463061.71	527769.83	312983.75	349689.13	635207.75	345442.18	366163.2	525435.66	319252.99	274446.27	296819.81	439574.01	287722.35	490052.89	309153.48000000004	546796.55	326085.68	244225.39	383826.7	271335.11	238588.67	297757.46	178550.47000000003	216350.26	232967.65	189412.25	341297.81	250336.45	189377.97000000003	305498.74
RXN-9890	354374.88	357949.83	430464.99	353989.84	399327.12	342328.39	259966.24	362890.49	329026.05	323162.47	383877.37	429714.98	204098.99	537936.3300000001	402834.64	294373.86	470246.1	518525.07	356920.26	548081.8400000001	406546.97	452461.77	291568.04	346014.39	468424.99	397910.48	361412.38	282467.75	347228.12	449217.83	515330.33	456231.48	373990.67	463061.71	527769.83	312983.75	349689.13	635207.75	345442.18	366163.2	525435.66	319252.99	274446.27	296819.81	439574.01	287722.35	490052.89	309153.48000000004	546796.55	326085.68	244225.39	383826.7	271335.11	238588.67	297757.46	178550.47000000003	216350.26	232967.65	189412.25	341297.81	250336.45	189377.97000000003	305498.74
RXN-9891	469.33	342.5	300.67	254.66000000000005	763.5799999999999	169.0	338.91	226.33	222.33	329.84	398.0	802.61	213.67	1015.66	344.67	47.0	488.25	254.83	313.66	232.33	2528.99	340.5	209.67	268.0	389.42	256.34000000000003	218.66	193.0	91.66	255.5	521.6700000000001	364.34	211.0	255.0	348.67	132.26	131.93	496.33	155.34	393.33	737.6700000000001	345.66	247.42	138.67000000000002	781.8299999999999	371.33	1077.75	163.75	370.0	1106.66	500.67	283.66	140.41	218.33	362.0	342.33	254.41000000000005	330.33	127.0	355.08	614.5799999999999	314.26	234.34
RXN-9892	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9898	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9899	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9905	1088.0	2392.0	346.0	232.0	1328.5	396.0	298.0	537.0	353.0	561.0	1016.0	735.0	3092.0	1024.0	1369.0	499.0	753.0	732.0	2778.0	5564.0	927.0	637.0	596.0	82.0	139.0	115.0	28.0	0.0	24.0	74.17	220.0	75.0	128.0	96.0	171.0	499.0	1865.0	70468.0	500.0	1801.0	62537.0	18630.0	821.0	459.0	29747.0	8249.0	19248.0	757.0	57679.0	14057.0	2530.0	4239.0	1423.0	1937.0	2563.0	1558.0	1117.0	673.0	696.0	15646.0	807.0	2228.0	1084.0
RXN-9909	41.0	507.0	273.5	95.0	1256.36	144.0	95.0	458.0	91.0	121.0	1060.1	796.8	24.0	1816.72	355.0	38.0	318.96	529.4	358.0	1106.87	2063.5	970.0	827.6	52.0	804.2	237.0	143.0	205.0	105.0	41.0	943.83	200.0	68.0	744.8	268.83	77.0	197.5	34849.1	133.0	67.5	30101.0	9994.2	91.0	206.5	14730.0	4021.0	10395.0	38.6	23818.3	6873.0	401.8	81.0	367.0	87.33	62.0	523.0	85.4	50.29	239.0	6517.0	178.0	282.0	310.42
RXN-9910	2532.83	3778.13	4885.47	4693.96	2832.4	4363.0	3717.66	2426.4	4108.33	3768.34	3729.87	3644.94	660.6700000000001	1671.86	863.6700000000001	428.0	455.0	652.4300000000001	781.6600000000001	1040.0	1229.33	1719.0	1069.67	3442.5	4691.27	3749.34	3486.13	1684.0	2843.66	2790.0	4045.34	4199.74	4550.0	2973.2	4164.94	1729.81	822.3299999999999	106049.33	656.14	904.33	89657.2	26528.86	767.6700000000001	310.87	44555.03	12174.33	29199.0	396.0	80339.6	23961.66	1453.57	1175.66	853.66	1133.66	1209.0	1208.0	1967.46	1073.5	1031.0	18982.66	1633.83	1670.34	1722.76
RXN-9912	115237.99	120397.75	102262.22	117701.83	97870.82	111700.33	98196.67	112076.9	126083.57	107284.93	114588.16	138533.72999999998	70156.67	164972.9	129809.81	97298.0	146773.0	164073.26	116562.33	167163.33	111742.33	125634.0	84902.45000000001	130748.92	130538.17	100675.92	109381.13	87743.8	103743.66	161159.94	206884.38	158808.24	119954.58	116647.87	186044.44	95622.01	98858.86	328665.33	106407.84	86938.99	268930.94	117938.94	91205.42	75911.52	185902.07	108182.41	160660.16999999998	105348.5	251535.5	149320.0	56352.93	115543.19	64984.66	65044.91	84382.83	44581.16	64400.79000000001	67373.67	50657.75	120251.59	77511.33	55867.01	80630.09
RXN-9914	115237.99	120397.75	102262.22	117701.83	97870.82	111700.33	98196.67	112076.9	126083.57	107284.93	114588.16	138533.72999999998	70156.67	164972.9	129809.81	97298.0	146773.0	164073.26	116562.33	167163.33	111742.33	125634.0	84902.45000000001	130748.92	130538.17	100675.92	109381.13	87743.8	103743.66	161159.94	206884.38	158808.24	119954.58	116647.87	186044.44	95622.01	98858.86	328665.33	106407.84	86938.99	268930.94	117938.94	91205.42	75911.52	185902.07	108182.41	160660.16999999998	105348.5	251535.5	149320.0	56352.93	115543.19	64984.66	65044.91	84382.83	44581.16	64400.79000000001	67373.67	50657.75	120251.59	77511.33	55867.01	80630.09
RXN-9918	13.0	20.25	9.0	6.0	77.5	0.0	9.0	44.0	14.0	7.0	74.0	114.6	0.0	34.33	0.0	1.25	0.0	16.0	6.5	8.25	122.83	153.5	79.0	3.0	76.67	5.0	8.0	0.0	12.75	0.0	55.0	3.0	0.0	12.75	30.0	6.67	11.1	88.0	8.42	19.5	132.0	24.0	19.0	20.92	54.75	0.0	45.0	0.0	14.5	2.0	20.0	11.0	2.0	8.0	0.0	57.0	2.75	0.0	28.0	34.75	9.5	48.5	4.75
RXN-9926	529.0	283.5	580.9300000000001	538.5	425.0	259.5	742.5	125.0	753.67	386.03	589.59	562.67	890.17	993.37	200.04	146.20999999999998	30.25	437.83	163.5	119.25	670.76	568.5	650.8800000000001	543.0	450.67	339.0	534.33	126.0	242.0	596.0	395.0	666.0	516.5	321.0	708.0	343.83	96.04	2736.0	247.67	228.33	2989.0	1006.0	293.0	154.0	2321.83	748.83	1178.21	296.5	1888.5	1252.93	287.86	356.5	80.5	185.67	424.5	217.5	190.5	237.0	73.5	803.0	411.17	176.0	374.75
RXN-9929	4284.51	4245.389999999999	3712.75	5504.92	7615.93	2693.4	3699.73	2072.26	2285.05	6086.08	6655.57	6491.9400000000005	626.25	7311.08	2439.18	785.65	1009.08	2631.71	1675.7	3178.14	14324.89	2947.85	8518.939999999999	8058.75	8672.34	2804.4	3045.0	2641.01	1972.07	4071.92	4471.389999999999	2821.64	3512.33	2207.34	3653.74	2464.58	892.3000000000001	1123.52	1740.89	1624.1999999999998	1511.34	1803.13	2249.84	1758.96	7011.87	3265.82	1131.3	2521.82	2559.55	4277.67	2412.86	3224.77	1970.58	1194.97	3173.57	1269.03	1613.23	2398.61	2150.83	2119.42	3867.23	3586.1	2785.8900000000003
RXN-9931	0.0	0.0	0.0	0.0	7.67	2.0	0.43	0.0	1.57	0.0	4.0	0.0	0.0	182.22	17.0	0.0	29.0	102.0	12.0	0.0	250.0	110.0	6.0	0.0	10.25	2.0	0.0	0.0	0.0	0.43	33.0	0.0	4.0	7.0	16.0	47.0	9.0	28.0	16.0	0.0	3.0	26.0	0.0	0.0	29.25	20.0	63.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	6.0	18.0	0.0
RXN-9935	0.0	0.0	13.0	0.0	54.0	2.0	0.0	0.0	0.0	0.0	42.0	27.0	0.0	0.0	53.0	0.0	0.0	14.0	6.0	0.0	0.0	16.0	25.0	0.0	0.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	10.0	200.0	0.0	0.0	282.0	52.0	17.0	0.0	319.0	39.0	196.0	8.0	308.0	67.5	11.0	54.0	0.0	0.0	9.0	9.5	0.0	3.5	17.0	32.0	15.0	16.0	0.0
RXN-9936	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	42.0	27.0	0.0	0.0	53.0	0.0	0.0	14.0	6.0	0.0	0.0	16.0	57.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	10.0	200.0	0.0	0.0	282.0	52.0	17.0	0.0	253.0	39.0	196.0	8.0	308.0	61.0	11.0	54.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	32.0	10.0	16.0	0.0
RXN-9939	221828.18	268238.52	405445.75000000006	202490.25	333074.38	247155.64	168745.75	214633.67	331089.55	292074.68	281058.85	254266.52	77146.71	46269.06999999999	234935.59	44046.98	36552.86	207848.57	66278.91	44412.82	117470.46	52334.89	127337.69	211850.26	471198.28	337077.88	240328.75	223139.85	206123.85	336649.11	207211.36	364322.23	208170.03000000003	447403.9799999999	261837.61	72451.85	73671.88	287841.51	162179.53999999998	123262.16	252924.7	197700.68	104588.61	32255.68	235140.43	140665.97	180620.7	129625.5	451126.87	273544.54	179746.62000000002	205056.60000000003	144928.13999999998	146174.53	176275.96	123587.09	150223.58000000002	149538.22999999998	103937.78	228423.38	132655.74	106342.48	156481.26
RXN-9944	0.0	81.5	13.0	108.0	58.5	13.0	6.0	25.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	36.5	6.5	31.0	57.0	0.0	15.0	0.0	5.0	142.0	1.33	0.0	0.67	0.0	0.0	0.0	7.0	8.0	9.0	2.0	12.0	44.5	43.0	16.0	0.0	0.0	0.0	10.2	0.0	0.0	0.0	28.0	24.0	0.0	6.5	4.0	24.0	5.0	0.0	0.0	7.0	0.0	315.25	15.0	0.0	0.0	0.0
RXN-9952	355842.88	391015.54	465345.51	348012.01	438251.71	338171.84	267666.22000000003	343500.30999999994	379222.47	420072.36	400554.57	410686.19	176967.62	247971.62	361939.59	201876.55	217019.49	422301.58	254518.04	282782.56999999995	360863.41	241264.28000000003	250259.89	347280.16	522798.8300000001	403869.29	356191.27	299171.35	318128.25	516247.41	437951.28	502049.62	336766.4	494289.23	488134.64	247061.37	222966.88	276334.28	297567.52	318620.18	253997.82	243745.47	263028.27	134605.51	302461.04000000004	238085.8	315266.91000000003	263218.34	452162.72	322109.19	266509.4	447745.73	273204.96	299195.63	341384.54000000004	221150.58	234414.84	261510.02	187664.61	341047.44000000006	268597.23	206677.45	311818.86
RXN-9957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
RXN-9958	455219.16	449658.45	529711.21	422311.19	534471.37	387655.61	371191.02	397637.41	450188.99	511034.37	528197.21	498450.36	314977.62	802479.6200000001	532233.19	322447.25	684867.51	631196.48	501066.19	871497.3	622486.26	706073.33	443508.05	450047.91	549607.4	461165.2400000001	450651.21	321881.46	359886.11	681839.92	502841.2	559113.55	433677.2	538668.92	587197.53	528077.1699999999	542113.72	690940.52	435297.29999999993	510370.99	657413.89	500523.22	436826.9	496141.05	568345.23	454720.89	792053.8	394884.64	626177.36	420522.23	350918.74	599901.38	390501.14	346980.78	492261.27	274372.34	286841.38	384996.15	255290.28	426895.7	349288.52	279515.43	444254.81000000006
RXN-9969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0
RXN-9983	89443.83	113788.13	89440.22	99549.16	98094.1	102416.0	81500.66	129056.4	110805.33	91598.34	124667.0	137061.94	72944.67	161183.53	141207.66999999998	114014.0	145824.0	176189.93	125688.66	163118.72999999998	124391.0	125757.0	92290.29	100583.5	124771.0	102817.34	90425.46	90221.0	109864.66	124453.4	217136.34	157559.34	104051.0	116838.53	179702.94	105806.34	97833.33	185994.33	112774.67	102052.83	142244.2	85691.36	81749.67	76874.09	128369.53	100703.66	128358.5	119058.0	135264.0	82266.66	55021.57	83508.66	69883.66	60531.08	60325.0	43439.0	52521.46000000001	52920.5	50284.0	75607.58	56983.83	47461.74	75143.09
RXN-9984	162863.33000000002	126634.58	274737.67	145585.51	191828.52	154662.75	104559.91	106794.5	135445.83000000002	110167.51	114146.48	138891.78	22273.17	27774.51	47461.81	20796.75	24356.75	59607.33	25862.41	36600.13	38666.8	35697.58	27751.96	171099.0	242338.62	212945.59	194375.33	111674.65	136129.41	127734.57	94744.34	160870.08000000002	182503.5	237116.08	163666.84	28149.69	54311.93	50517.58	57651.27	46266.33	45310.73	35641.66	50738.92	24135.81	56232.04	30652.74	39083.0	18662.44	161367.7	165693.16	109210.28	102330.41	99723.16	88386.83	78493.25	65669.5	96076.41	77745.25	65147.75	109226.35	109928.08	62266.990000000005	95696.09
RXN-9985	15444.44	36043.18	12558.78	17731.94	39463.59	13148.73	10096.29	24353.74	12475.009999999998	34726.04	39687.990000000005	27883.08	11856.39	24130.11	26018.76	12275.8	19571.62	31513.04	20501.64	41162.74	64205.92999999999	31817.94	27885.78	13855.63	25264.53	11313.71	11742.16	21813.85	15434.69	22712.82	35053.81	35008.350000000006	10843.56	14777.510000000002	38782.67	29353.96	29031.53	32078.1	23145.62	25797.75	38213.94	23395.14	19481.17	14194.28	27817.02	18156.69	38376.84	11440.5	46096.98	12374.340000000002	28956.17	41106.03999999999	36237.44	44713.130000000005	16113.35	33891.45	14810.43	15097.73	22393.51	18503.34	17696.85	21343.58	29401.81
RXN-9987	112961.7	88690.81999999999	107769.73	108061.87	90662.35	73458.36	102031.47	66626.92	132692.67	186164.37	98071.16999999998	96056.06	54483.86	11945.420000000002	113356.71	35563.31	9308.9	103746.36	64696.71	10072.87	58595.98	10636.09	70822.06	128912.07	133886.99	92636.15	96652.49	68884.22	57664.3	280831.53	75719.53	143927.63	81503.72	125118.72000000002	99474.59	64805.01	17784.870000000003	21408.73	73485.53	93632.75	24559.08	80804.5	95653.77	7191.589999999999	69866.42000000001	80333.59	69558.97	91561.72999999998	100879.39	75949.96	48289.93	185418.88	36014.770000000004	60014.67	172169.14	39377.0	51793.0	109073.77	27003.22	128894.0	79021.39	55651.380000000005	77361.31
RXN-9988	3.5	0.0	43.0	0.0	383.0	4.0	9.0	0.0	4.0	0.0	128.5	250.5	0.0	88.33	18.0	16.0	0.0	43.0	2.0	0.0	267.33	128.5	169.0	8.0	17.67	40.5	40.0	34.0	11.0	9.5	55.0	80.5	5.0	0.0	47.5	12.67	16.5	44.0	3.67	92.0	171.5	88.0	38.0	71.0	267.5	0.0	246.0	0.0	31.0	13.0	244.5	0.0	5.5	61.0	0.0	71.0	0.0	0.0	0.0	2.0	170.5	19.0	3.5
RXN-9990	229636.19	247178.24	343314.64	220477.0	291561.24	240837.98	155670.16999999998	236127.32	221930.55	180948.96	243543.15	270342.39	87206.5	199803.33	202248.66	133977.12	177228.8	250692.54	151332.75	227621.7	176290.38	174325.90000000002	128211.45	218561.4	353452.17	299592.26	256733.48	197027.81	236772.46	228232.73	309754.43000000005	298655.97	259724.76	346714.43999999994	330500.94	119720.94	162515.9	168430.78	181652.99	160736.53999999998	136601.01	111681.36	121968.66	107642.45	164988.22999999998	107367.7	163671.89	141458.66	240657.21	192672.22	177011.66999999998	170284.22	184482.76	149637.18	133138.71	123774.01	152309.9	124928.86000000002	129864.31	158432.91	144722.6	115503.32	184150.71
RXN-9992	189.75	67.14	82.75	334.0	82.0	92.5	279.5	19.29	129.5	325.17	105.0	164.0	0.0	13.0	92.0	43.25	5.0	11.5	67.28999999999999	87.0	227.0	134.0	39.5	435.25	202.5	94.75	186.75	67.36	62.75	416.0	168.0	64.5	238.82	74.5	207.75	92.72	0.0	313.29	13.57	97.75	141.0	59.0	45.0	19.25	214.25	561.0	74.43	23.0	330.0	311.0	37.0	46.0	48.0	12.0	95.5	7.36	30.0	14.5	21.25	12.43	76.0	22.5	4.21
RXN-9995	36.75	24.25	110.75	74.25	141.75	66.0	37.25	16.25	52.0	38.25	15.5	34.25	89.5	36.25	169.0	18.5	25.0	54.0	146.75	88.75	225.0	65.75	167.0	38.0	153.0	114.5	49.25	23.25	64.75	18.0	82.0	38.0	28.0	72.75	46.0	311.5	38.0	0.0	27.0	203.75	52.25	249.25	48.25	25.0	184.75	400.5	204.75	23.25	14.0	27.25	50.0	27.75	22.0	11.5	9.25	39.0	22.75	3.5	34.25	6.5	8.75	2.75	11.0
RXN-9998	255325.27	318532.08	411486.0	248169.96	355014.89	292207.11	191220.3	290301.51	327935.93	268937.14	319030.63	324739.74	122329.45	198175.28	295115.44	154956.86	175633.55	327877.63	178973.63	222647.64	214739.16	173275.91	174927.84	241074.65	463681.77	362652.6	279772.26	250700.65	272490.35	327534.67000000004	365431.0	402426.2	269583.85	453305.5	373176.39	150128.39	167256.83000000002	173882.97	232704.29	218143.07	147262.77	168720.36	152559.41999999998	107098.87	210880.98	170082.83000000002	203760.98	200673.46	311179.26	239584.96	209622.06	235370.69	200752.04	182160.39	183631.1	151510.11	184922.93	156859.83	146144.62	212600.61	163413.36000000002	138558.08000000002	212107.83
RXN-9999	5909.45	23786.85	4065.95	4372.75	13408.45	6153.0	3516.65	8778.900000000001	5240.0	4301.25	14860.4	9739.6	5824.549999999999	13913.35	10328.45	3868.35	8089.75	3682.4	6844.0	43274.45	7538.4	8579.4	3721.2	2837.4	9222.4	3236.1	2138.8	5535.400000000001	3195.1	5627.23	19832.25	4649.3	1450.85	3555.9	7455.349999999999	1929.35	12897.3	7169.4	4937.75	14647.15	18490.15	8620.4	7715.75	5983.05	14147.5	6824.099999999999	6533.3	2417.55	15272.0	4844.2	17530.45	11587.8	15604.65	8829.6	21356.0	16411.9	14739.6	6455.4	16094.3	5729.900000000001	3774.9	14890.2	15953.05
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	16155.0	5261.17	13471.0	12152.0	3950.5	9458.0	13056.0	3823.0	14986.0	11941.0	3514.53	9205.5	3396.0	526.0	335.0	909.0	561.25	312.5	662.0	365.42	2667.0	290.0	448.0	9868.0	4684.0	8748.0	14713.33	1756.43	4605.67	15053.17	4336.0	10780.5	10357.0	5977.67	6990.0	1308.0	1452.0	813.5	2616.0	3255.0	834.0	1493.0	10578.0	369.2	5271.0	707.0	913.0	489.0	12213.0	33602.0	3664.0	28037.0	3229.67	10134.33	21309.67	2987.5	11629.0	15351.0	2603.25	20699.0	21700.71	6492.0	9581.67
RXN0-1001	234312.67	265326.03	368839.99	232559.65	302875.36	253014.82	173802.36	252984.26	232166.6	198829.99	252452.68	285206.25	121786.67	179348.65	213172.7	160252.2	163571.8	283000.89	156453.8	184974.18	184561.74	159309.31999999998	137913.15000000002	210165.66	368058.1	323570.07	279538.63	206490.16	247557.08	225618.09	314276.9	319817.01	312549.53	384488.65	342233.24	128377.23	156375.34000000003	205665.81	203557.08	179853.66	165635.94	124364.43	122781.44	100831.88	184351.5	132098.00999999998	170938.6	176410.34	294404.46	239581.34	192806.12	169002.01	200627.01	162174.99	127852.21	133333.52	160197.0	126585.83	140977.91	205489.27	177510.88	113193.34	176695.04
RXN0-1132	531328.0599999999	511974.58	620950.61	522658.59	563014.1599999999	443443.41	479713.43	421930.28	532071.22	610855.6499999999	525471.22	545456.01	299247.81999999995	476552.62	465623.98	286956.04	397062.77	546483.48	394808.34	556259.24	488319.28	418572.08	357192.8	555510.3699999999	626363.97	528136.78	551636.14	355049.5	388700.62	813231.6699999999	551675.5	639538.17	583050.21	603898.71	630541.7	399823.17	371373.93	737794.05	391925.25	460123.58	690973.65	445636.78	391788.01	275831.56	586664.4299999999	426922.22	586342.6699999999	371549.1	825384.2999999999	575517.51	368047.06	623139.98	379478.78	360009.38	523293.14	288951.56	325519.18	393912.18	270226.57	551119.66	420226.5	296580.07	424751.44
RXN0-1133	541983.0	577643.12	623950.1799999999	516527.96	642020.3	451479.74	459078.91	464100.11	513022.88	637326.41	614418.49	585555.5700000001	406406.57	836729.26	599362.54	388218.49	718212.23	744412.78	564992.5900000001	939720.55	727231.98	751721.09	510167.87	538945.6	639750.53	530205.2	555616.03	383348.75	406295.86	797046.78	582574.62	657348.76	593827.01	632964.1900000001	684827.22	600427.6200000001	604551.36	713429.23	517202.79	597276.48	717098.0900000001	550845.05	493173.25	524167.44	631762.8200000001	542391.68	840714.13	487877.82	726825.54	532340.29	453204.44	704090.47	501574.39	437900.64	570060.77	364835.24	351529.17	443956.2799999999	336342.33	550218.6799999999	457738.12	337688.69	508387.41
RXN0-1134	711919.8	699208.44	768353.22	659957.75	790752.5900000001	562694.39	620944.52	578750.86	673419.25	824334.93	801974.28	742321.54	535839.9299999999	1250770.42	770116.6399999999	504174.0	1058542.39	929936.35	779203.32	1401753.95	1027567.57	1118497.0699999998	691734.1599999999	720453.3300000001	741585.87	648938.8	716402.96	451426.55	506784.82	1057148.5299999998	742575.31	838528.02	751701.55	728603.74	869146.76	859295.39	859286.05	1087438.4500000002	650336.84	804103.55	1094125.83	789359.08	683369.19	782970.1200000001	921785.93	753922.1299999999	1243387.77	593305.29	998889.72	762612.2	552132.51	979160.89	621608.29	581002.54	773710.3800000001	456398.76	454421.77	606026.76	410466.87	729252.8799999999	621719.53	452754.04	674297.97
RXN0-1141	8183.23	14352.42	8748.23	18305.13	16980.41	6941.71	19485.35	7788.94	11033.73	16394.18	18039.96	16005.07	3621.8	12988.0	7491.429999999999	1907.35	5870.96	3548.91	5449.21	25489.37	14704.73	7479.120000000001	8655.460000000001	6840.9400000000005	14278.17	10192.02	11681.68	5184.42	4260.05	21319.36	14994.18	10065.12	13447.35	5514.4400000000005	9798.07	4326.58	8209.16	6500.63	3838.8400000000006	10017.07	12147.3	6592.74	7160.0	4696.610000000001	11500.43	2886.9	4855.55	3202.6800000000003	11109.66	5102.0	12747.06	11095.75	10554.44	6652.88	16306.95	9624.04	8632.41	6477.030000000001	11977.73	4948.99	4307.88	10558.59	11705.23
RXN0-1147	448514.27	448547.67999999993	547789.28	443061.98	501740.0399999999	389687.75	382396.11	381666.95	448067.16	524234.19	465456.03	478246.91	268331.42000000004	436323.48	436240.12	272287.54000000004	376088.63	526656.39	360799.66	481762.91	447099.89	390334.17	330095.81	454408.83	568911.9400000001	470442.56	465923.46	324713.18	353044.37	671208.01	482093.1	560312.4200000002	486230.5	557028.14	563659.69	360152.92000000004	339197.27	444722.57	370590.82	413931.11	419062.41	349078.31999999995	344717.99	260091.54	424872.59	356192.74	484905.77	356396.49	560345.88	428283.83	325084.82	527404.48	341185.84	319664.68	436060.0500000001	252169.17	275661.76	337988.24	233706.36	434839.03	352225.29000000004	249676.96	372253.79
